,beta,d,d_i,a_c,a_i,p_A,p_B,c1,c2,f_cA,f_cB,f_isA,f_iaA,r,ts,s_1,s_2,p_c,f_ibA,cycl_period,alt_cycl_period,cycling,rdt,pS0,pCs0,pCa0,pCb0,pIs0,pIa0,pIb0,N,t
66,0.24,9,0.86,0.05,0.002,0.6,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
107,0.24,9,0.86,0.05,0.002,0.6,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
148,0.24,9,0.86,0.05,0.002,0.6,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
189,0.24,9,0.86,0.05,0.002,0.6,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
230,0.24,9,0.86,0.05,0.002,0.6,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
271,0.24,9,0.86,0.05,0.002,0.6,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
312,0.24,9,0.86,0.05,0.002,0.6,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
353,0.24,9,0.86,0.05,0.002,0.6,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
394,0.24,9,0.86,0.05,0.002,0.6,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
435,0.24,9,0.86,0.05,0.002,0.6,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
476,0.24,9,0.86,0.05,0.002,0.6,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
517,0.24,9,0.86,0.05,0.002,0.6,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
558,0.24,9,0.86,0.05,0.002,0.6,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
599,0.24,9,0.86,0.05,0.002,0.6,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
640,0.24,9,0.86,0.05,0.002,0.6,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
681,0.24,9,0.86,0.05,0.002,0.6,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
26,0.24,9,0.86,0.05,0.002,0.625,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
67,0.24,9,0.86,0.05,0.002,0.625,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
108,0.24,9,0.86,0.05,0.002,0.625,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
149,0.24,9,0.86,0.05,0.002,0.625,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
190,0.24,9,0.86,0.05,0.002,0.625,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
231,0.24,9,0.86,0.05,0.002,0.625,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
272,0.24,9,0.86,0.05,0.002,0.625,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
313,0.24,9,0.86,0.05,0.002,0.625,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
354,0.24,9,0.86,0.05,0.002,0.625,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
395,0.24,9,0.86,0.05,0.002,0.625,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
436,0.24,9,0.86,0.05,0.002,0.625,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
477,0.24,9,0.86,0.05,0.002,0.625,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
518,0.24,9,0.86,0.05,0.002,0.625,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
559,0.24,9,0.86,0.05,0.002,0.625,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
600,0.24,9,0.86,0.05,0.002,0.625,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
641,0.24,9,0.86,0.05,0.002,0.625,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
27,0.24,9,0.86,0.05,0.002,0.65,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
68,0.24,9,0.86,0.05,0.002,0.65,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
109,0.24,9,0.86,0.05,0.002,0.65,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
150,0.24,9,0.86,0.05,0.002,0.65,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
191,0.24,9,0.86,0.05,0.002,0.65,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
232,0.24,9,0.86,0.05,0.002,0.65,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
273,0.24,9,0.86,0.05,0.002,0.65,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
314,0.24,9,0.86,0.05,0.002,0.65,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
355,0.24,9,0.86,0.05,0.002,0.65,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
396,0.24,9,0.86,0.05,0.002,0.65,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
437,0.24,9,0.86,0.05,0.002,0.65,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
478,0.24,9,0.86,0.05,0.002,0.65,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
519,0.24,9,0.86,0.05,0.002,0.65,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
560,0.24,9,0.86,0.05,0.002,0.65,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
601,0.24,9,0.86,0.05,0.002,0.65,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
28,0.24,9,0.86,0.05,0.002,0.675,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
69,0.24,9,0.86,0.05,0.002,0.675,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
110,0.24,9,0.86,0.05,0.002,0.675,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
151,0.24,9,0.86,0.05,0.002,0.675,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
192,0.24,9,0.86,0.05,0.002,0.675,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
233,0.24,9,0.86,0.05,0.002,0.675,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
274,0.24,9,0.86,0.05,0.002,0.675,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
315,0.24,9,0.86,0.05,0.002,0.675,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
356,0.24,9,0.86,0.05,0.002,0.675,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
397,0.24,9,0.86,0.05,0.002,0.675,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
438,0.24,9,0.86,0.05,0.002,0.675,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
479,0.24,9,0.86,0.05,0.002,0.675,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
520,0.24,9,0.86,0.05,0.002,0.675,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
561,0.24,9,0.86,0.05,0.002,0.675,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
29,0.24,9,0.86,0.05,0.002,0.7,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
70,0.24,9,0.86,0.05,0.002,0.7,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
111,0.24,9,0.86,0.05,0.002,0.7,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
152,0.24,9,0.86,0.05,0.002,0.7,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
193,0.24,9,0.86,0.05,0.002,0.7,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
234,0.24,9,0.86,0.05,0.002,0.7,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
275,0.24,9,0.86,0.05,0.002,0.7,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
316,0.24,9,0.86,0.05,0.002,0.7,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
357,0.24,9,0.86,0.05,0.002,0.7,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
398,0.24,9,0.86,0.05,0.002,0.7,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
439,0.24,9,0.86,0.05,0.002,0.7,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
480,0.24,9,0.86,0.05,0.002,0.7,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
521,0.24,9,0.86,0.05,0.002,0.7,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
30,0.24,9,0.86,0.05,0.002,0.725,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
71,0.24,9,0.86,0.05,0.002,0.725,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
112,0.24,9,0.86,0.05,0.002,0.725,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
153,0.24,9,0.86,0.05,0.002,0.725,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
194,0.24,9,0.86,0.05,0.002,0.725,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
235,0.24,9,0.86,0.05,0.002,0.725,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
276,0.24,9,0.86,0.05,0.002,0.725,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
317,0.24,9,0.86,0.05,0.002,0.725,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
358,0.24,9,0.86,0.05,0.002,0.725,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
399,0.24,9,0.86,0.05,0.002,0.725,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
440,0.24,9,0.86,0.05,0.002,0.725,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
481,0.24,9,0.86,0.05,0.002,0.725,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
31,0.24,9,0.86,0.05,0.002,0.75,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
72,0.24,9,0.86,0.05,0.002,0.75,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
113,0.24,9,0.86,0.05,0.002,0.75,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
154,0.24,9,0.86,0.05,0.002,0.75,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
195,0.24,9,0.86,0.05,0.002,0.75,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
236,0.24,9,0.86,0.05,0.002,0.75,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
277,0.24,9,0.86,0.05,0.002,0.75,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
318,0.24,9,0.86,0.05,0.002,0.75,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
359,0.24,9,0.86,0.05,0.002,0.75,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
400,0.24,9,0.86,0.05,0.002,0.75,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
441,0.24,9,0.86,0.05,0.002,0.75,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
32,0.24,9,0.86,0.05,0.002,0.775,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
73,0.24,9,0.86,0.05,0.002,0.775,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
114,0.24,9,0.86,0.05,0.002,0.775,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
155,0.24,9,0.86,0.05,0.002,0.775,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
196,0.24,9,0.86,0.05,0.002,0.775,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
237,0.24,9,0.86,0.05,0.002,0.775,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
278,0.24,9,0.86,0.05,0.002,0.775,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
319,0.24,9,0.86,0.05,0.002,0.775,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
360,0.24,9,0.86,0.05,0.002,0.775,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
401,0.24,9,0.86,0.05,0.002,0.775,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
33,0.24,9,0.86,0.05,0.002,0.8,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
74,0.24,9,0.86,0.05,0.002,0.8,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
115,0.24,9,0.86,0.05,0.002,0.8,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
156,0.24,9,0.86,0.05,0.002,0.8,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
197,0.24,9,0.86,0.05,0.002,0.8,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
238,0.24,9,0.86,0.05,0.002,0.8,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
279,0.24,9,0.86,0.05,0.002,0.8,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
320,0.24,9,0.86,0.05,0.002,0.8,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
361,0.24,9,0.86,0.05,0.002,0.8,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
34,0.24,9,0.86,0.05,0.002,0.825,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
75,0.24,9,0.86,0.05,0.002,0.825,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
116,0.24,9,0.86,0.05,0.002,0.825,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
157,0.24,9,0.86,0.05,0.002,0.825,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
198,0.24,9,0.86,0.05,0.002,0.825,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
239,0.24,9,0.86,0.05,0.002,0.825,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
280,0.24,9,0.86,0.05,0.002,0.825,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
321,0.24,9,0.86,0.05,0.002,0.825,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
35,0.24,9,0.86,0.05,0.002,0.85,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
76,0.24,9,0.86,0.05,0.002,0.85,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
117,0.24,9,0.86,0.05,0.002,0.85,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
158,0.24,9,0.86,0.05,0.002,0.85,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
199,0.24,9,0.86,0.05,0.002,0.85,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
240,0.24,9,0.86,0.05,0.002,0.85,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
281,0.24,9,0.86,0.05,0.002,0.85,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
36,0.24,9,0.86,0.05,0.002,0.875,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
77,0.24,9,0.86,0.05,0.002,0.875,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
118,0.24,9,0.86,0.05,0.002,0.875,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
159,0.24,9,0.86,0.05,0.002,0.875,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
200,0.24,9,0.86,0.05,0.002,0.875,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
241,0.24,9,0.86,0.05,0.002,0.875,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
37,0.24,9,0.86,0.05,0.002,0.9,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
78,0.24,9,0.86,0.05,0.002,0.9,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
119,0.24,9,0.86,0.05,0.002,0.9,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
160,0.24,9,0.86,0.05,0.002,0.9,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
