"","beta","d","d_i","a_c","a_i","p_A","p_B","c1","c2","f_cA","f_cB","f_clast","f_isA","f_iaA","r","ts","s_1","s_2","p_c","f_ib_last","cycl_period","alt_cycl_period","cycling","rdt","pS0","pCs0","pCa0","pCb0","pIs0","pIa0","pIb0","N","t"
"1",0.24,9,0.86,0.05,0.002,0,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"42",0.24,9,0.86,0.05,0.002,0,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"83",0.24,9,0.86,0.05,0.002,0,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"124",0.24,9,0.86,0.05,0.002,0,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"165",0.24,9,0.86,0.05,0.002,0,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"206",0.24,9,0.86,0.05,0.002,0,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"247",0.24,9,0.86,0.05,0.002,0,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"288",0.24,9,0.86,0.05,0.002,0,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"329",0.24,9,0.86,0.05,0.002,0,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"370",0.24,9,0.86,0.05,0.002,0,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"411",0.24,9,0.86,0.05,0.002,0,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"452",0.24,9,0.86,0.05,0.002,0,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"493",0.24,9,0.86,0.05,0.002,0,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"534",0.24,9,0.86,0.05,0.002,0,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"575",0.24,9,0.86,0.05,0.002,0,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"616",0.24,9,0.86,0.05,0.002,0,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"657",0.24,9,0.86,0.05,0.002,0,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"698",0.24,9,0.86,0.05,0.002,0,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"739",0.24,9,0.86,0.05,0.002,0,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"780",0.24,9,0.86,0.05,0.002,0,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"821",0.24,9,0.86,0.05,0.002,0,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"862",0.24,9,0.86,0.05,0.002,0,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"903",0.24,9,0.86,0.05,0.002,0,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"944",0.24,9,0.86,0.05,0.002,0,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"985",0.24,9,0.86,0.05,0.002,0,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1026",0.24,9,0.86,0.05,0.002,0,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1067",0.24,9,0.86,0.05,0.002,0,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1108",0.24,9,0.86,0.05,0.002,0,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1149",0.24,9,0.86,0.05,0.002,0,0.7,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1190",0.24,9,0.86,0.05,0.002,0,0.725,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1231",0.24,9,0.86,0.05,0.002,0,0.75,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1272",0.24,9,0.86,0.05,0.002,0,0.775,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1313",0.24,9,0.86,0.05,0.002,0,0.8,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1354",0.24,9,0.86,0.05,0.002,0,0.825,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1395",0.24,9,0.86,0.05,0.002,0,0.85,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1436",0.24,9,0.86,0.05,0.002,0,0.875,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1477",0.24,9,0.86,0.05,0.002,0,0.9,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1518",0.24,9,0.86,0.05,0.002,0,0.925,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1559",0.24,9,0.86,0.05,0.002,0,0.95,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1600",0.24,9,0.86,0.05,0.002,0,0.975,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1641",0.24,9,0.86,0.05,0.002,0,1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"2",0.24,9,0.86,0.05,0.002,0.025,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"43",0.24,9,0.86,0.05,0.002,0.025,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"84",0.24,9,0.86,0.05,0.002,0.025,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"125",0.24,9,0.86,0.05,0.002,0.025,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"166",0.24,9,0.86,0.05,0.002,0.025,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"207",0.24,9,0.86,0.05,0.002,0.025,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"248",0.24,9,0.86,0.05,0.002,0.025,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"289",0.24,9,0.86,0.05,0.002,0.025,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"330",0.24,9,0.86,0.05,0.002,0.025,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"371",0.24,9,0.86,0.05,0.002,0.025,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"412",0.24,9,0.86,0.05,0.002,0.025,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"453",0.24,9,0.86,0.05,0.002,0.025,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"494",0.24,9,0.86,0.05,0.002,0.025,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"535",0.24,9,0.86,0.05,0.002,0.025,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"576",0.24,9,0.86,0.05,0.002,0.025,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"617",0.24,9,0.86,0.05,0.002,0.025,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"658",0.24,9,0.86,0.05,0.002,0.025,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"699",0.24,9,0.86,0.05,0.002,0.025,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"740",0.24,9,0.86,0.05,0.002,0.025,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"781",0.24,9,0.86,0.05,0.002,0.025,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"822",0.24,9,0.86,0.05,0.002,0.025,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"863",0.24,9,0.86,0.05,0.002,0.025,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"904",0.24,9,0.86,0.05,0.002,0.025,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"945",0.24,9,0.86,0.05,0.002,0.025,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"986",0.24,9,0.86,0.05,0.002,0.025,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1027",0.24,9,0.86,0.05,0.002,0.025,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1068",0.24,9,0.86,0.05,0.002,0.025,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1109",0.24,9,0.86,0.05,0.002,0.025,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1150",0.24,9,0.86,0.05,0.002,0.025,0.7,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1191",0.24,9,0.86,0.05,0.002,0.025,0.725,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1232",0.24,9,0.86,0.05,0.002,0.025,0.75,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1273",0.24,9,0.86,0.05,0.002,0.025,0.775,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1314",0.24,9,0.86,0.05,0.002,0.025,0.8,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1355",0.24,9,0.86,0.05,0.002,0.025,0.825,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1396",0.24,9,0.86,0.05,0.002,0.025,0.85,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1437",0.24,9,0.86,0.05,0.002,0.025,0.875,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1478",0.24,9,0.86,0.05,0.002,0.025,0.9,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1519",0.24,9,0.86,0.05,0.002,0.025,0.925,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1560",0.24,9,0.86,0.05,0.002,0.025,0.95,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1601",0.24,9,0.86,0.05,0.002,0.025,0.975,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"3",0.24,9,0.86,0.05,0.002,0.05,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"44",0.24,9,0.86,0.05,0.002,0.05,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"85",0.24,9,0.86,0.05,0.002,0.05,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"126",0.24,9,0.86,0.05,0.002,0.05,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"167",0.24,9,0.86,0.05,0.002,0.05,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"208",0.24,9,0.86,0.05,0.002,0.05,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"249",0.24,9,0.86,0.05,0.002,0.05,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"290",0.24,9,0.86,0.05,0.002,0.05,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"331",0.24,9,0.86,0.05,0.002,0.05,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"372",0.24,9,0.86,0.05,0.002,0.05,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"413",0.24,9,0.86,0.05,0.002,0.05,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"454",0.24,9,0.86,0.05,0.002,0.05,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"495",0.24,9,0.86,0.05,0.002,0.05,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"536",0.24,9,0.86,0.05,0.002,0.05,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"577",0.24,9,0.86,0.05,0.002,0.05,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"618",0.24,9,0.86,0.05,0.002,0.05,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"659",0.24,9,0.86,0.05,0.002,0.05,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"700",0.24,9,0.86,0.05,0.002,0.05,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"741",0.24,9,0.86,0.05,0.002,0.05,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"782",0.24,9,0.86,0.05,0.002,0.05,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"823",0.24,9,0.86,0.05,0.002,0.05,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"864",0.24,9,0.86,0.05,0.002,0.05,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"905",0.24,9,0.86,0.05,0.002,0.05,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"946",0.24,9,0.86,0.05,0.002,0.05,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"987",0.24,9,0.86,0.05,0.002,0.05,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1028",0.24,9,0.86,0.05,0.002,0.05,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1069",0.24,9,0.86,0.05,0.002,0.05,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1110",0.24,9,0.86,0.05,0.002,0.05,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1151",0.24,9,0.86,0.05,0.002,0.05,0.7,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1192",0.24,9,0.86,0.05,0.002,0.05,0.725,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1233",0.24,9,0.86,0.05,0.002,0.05,0.75,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1274",0.24,9,0.86,0.05,0.002,0.05,0.775,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1315",0.24,9,0.86,0.05,0.002,0.05,0.8,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1356",0.24,9,0.86,0.05,0.002,0.05,0.825,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1397",0.24,9,0.86,0.05,0.002,0.05,0.85,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1438",0.24,9,0.86,0.05,0.002,0.05,0.875,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1479",0.24,9,0.86,0.05,0.002,0.05,0.9,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1520",0.24,9,0.86,0.05,0.002,0.05,0.925,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1561",0.24,9,0.86,0.05,0.002,0.05,0.95,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"4",0.24,9,0.86,0.05,0.002,0.075,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"45",0.24,9,0.86,0.05,0.002,0.075,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"86",0.24,9,0.86,0.05,0.002,0.075,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"127",0.24,9,0.86,0.05,0.002,0.075,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"168",0.24,9,0.86,0.05,0.002,0.075,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"209",0.24,9,0.86,0.05,0.002,0.075,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"250",0.24,9,0.86,0.05,0.002,0.075,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"291",0.24,9,0.86,0.05,0.002,0.075,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"332",0.24,9,0.86,0.05,0.002,0.075,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"373",0.24,9,0.86,0.05,0.002,0.075,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"414",0.24,9,0.86,0.05,0.002,0.075,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"455",0.24,9,0.86,0.05,0.002,0.075,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"496",0.24,9,0.86,0.05,0.002,0.075,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"537",0.24,9,0.86,0.05,0.002,0.075,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
